Player,Pos,School,AP Ranking,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Year,player_id,year,rnd,pick,tm,hof,pos,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk,college_univ
Sidney Rice,WR,South Carolina,,3-Jun,200,4.51,39.5,,119,7.09,4.34,2007,RiceSi01,2007,2,44,MIN,No,WR,WR,25,21,2013,0,1,3,33,20,81,4,7,174,0,0,4,9,0,243,3592,30,3,,,South Carolina
Jay Richardson,DE,Ohio State,,6-Jun,279,5,33,20,112,7.5,4.54,2007,RichJa99,2007,5,138,OAK,No,DE,DE,14,23,2013,0,0,2,13,13,59,,,,,,,,,,,,87,,7,Ohio St.
Laurent Robinson,WR,Illinois State,,2-Jun,199,4.38,39,19,127,6.83,4.28,2007,RobiLa01,2007,3,75,ATL,No,WR,WR,15,22,2012,0,0,1,16,3,59,,,,,,2,-14,0,167,2110,15,7,,,Illinois St.
Ryne Robinson,WR,Miami (OH),,9-May,179,4.47,35,,123,6.71,4.21,2007,RobiRy00,2007,4,118,CAR,No,WR,WR,0,22,2007,0,0,0,0,0,16,,,,,,,,,4,35,0,1,,,Miami (OH)
Brian Robison,DE,Texas,,3-Jun,259,4.67,40.5,27,121,6.89,4.26,2007,RobiBr98,2007,4,102,MIN,No,DE,DE,14,24,2016,0,0,6,37,37,153,,,,,,,,,,,,185,,53.5,Texas
Dante Rosario,TE,Oregon,,3-Jun,244,4.78,36,20,115,6.96,4.47,2007,RosaDa00,2007,5,155,CAR,No,TE,TE,8,22,2014,0,0,1,9,6,122,,,,,,1,-2,0,116,1235,8,30,,,Oregon
Aaron Ross,CB,Texas,,Jun-00,193,4.44,34,17,118,6.67,4.15,2007,RossAa99,2007,1,20,NYG,No,DB,DB,19,25,2013,0,0,4,21,19,83,,,,,,,,,,,,201,11,2.5,Texas
Aaron Rouse,S,Virginia Tech,,4-Jun,223,4.58,35,16,,,,2007,RousAa99,2007,3,89,GNB,No,DB,DB,8,23,2009,0,0,1,8,5,41,,,,,,,,,,,,109,4,1,Virginia Tech
Jeff Rowe,QB,Nevada,,5-Jun,226,4.91,29.5,,114,7.16,4.42,2007,RoweJe00,2007,5,151,CIN,No,QB,QB,0,23,2007,0,0,0,0,0,2,,,,,,,,,,,,,,,Nevada
JaMarcus Russell,QB,LSU,,5-Jun,265,4.83,,,,,,2007,RussJa00,2007,1,1,OAK,No,QB,QB,6,22,2009,0,0,2,6,6,31,354,680,4083,18,23,40,175,1,0,0,0,2,,,LSU
Clifton Ryan,DT,Michigan State,,3-Jun,310,5.12,26.5,25,102,7.49,4.69,2007,RyanCl99,2007,5,154,STL,No,DT,DT,13,23,2010,0,0,2,13,13,49,,,,,,,,,,,,82,,3,Michigan St.
Dan Santucci,OG,Notre Dame,,3-Jun,301,5.13,29,23,102,7.47,4.74,2007,SantDa20,2007,7,230,CIN,No,G,G,0,24,2007,0,0,0,0,0,2,,,,,,,,,,,,,,,Notre Dame
Dallas Sartz,OLB,USC,,5-Jun,235,4.71,33.5,20,111,6.85,4.13,2007,,2007,5,143,WAS,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,,USC
Samson Satele,C,Hawaii,,3-Jun,300,5.24,33,25,101,7.47,4.29,2007,SateSa20,2007,2,60,MIA,No,C,C,35,22,2014,0,0,8,48,24,118,,,,,,1,0,0,1,-3,0,6,,,Hawaii
Derek Schouman,FB,Boise State,,2-Jun,247,4.74,37.5,27,122,7,4.27,2007,SchoDe00,2007,7,222,BUF,No,TE,TE,2,22,2010,0,0,1,2,2,25,,,,,,,,,27,275,1,1,,,Boise St.
Arron Sears,OG,Tennessee,,3-Jun,319,5.09,,21,,,,2007,SearAr20,2007,2,35,TAM,No,G,G,15,22,2008,0,0,2,15,15,31,,,,,,,,,,,,1,,,Tennessee
Daniel Sepulveda,P,Baylor,,3-Jun,229,4.62,,,,,,2007,SepuDa20,2007,4,112,PIT,No,P,P,7,23,2011,0,0,0,7,7,52,2,2,65,0,0,,,,,,,6,,,Baylor
Ken Shackleford,OT,Georgia,,5-Jun,322,5.3,24.5,28,102,8.35,5.05,2007,,2007,6,190,STL,No,T,T,0,,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
Tim Shaw,OLB,Penn State,,1-Jun,236,4.51,36.5,26,116,7.01,4.12,2007,ShawTi99,2007,5,164,CAR,No,LB,LB,6,23,2012,0,0,0,7,1,80,,,,,,,,,,,,96,,,Penn St.
Brandon Siler,ILB,Florida,,2-Jun,241,4.62,30.5,,109,7.34,,2007,SileBr99,2007,7,240,SDG,No,LB,LB,11,21,2012,0,0,0,12,10,74,,,,,,,,,,,,140,2,3,Florida
Mike Sims-Walker,WR,Central Florida,,2-Jun,209,4.35,36.5,18,121,6.92,4.39,2007,WalkMi01,2007,3,79,JAX,No,WR,WR,17,22,2011,0,0,2,16,15,44,,,,,,,,,134,1798,14,11,,,Central Florida
Ryan Smith,CB,Florida,,10-May,174,4.51,,11,,,,2007,,2007,6,206,TEN,No,DB,DB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Florida
Kelvin Smith,ILB,Syracuse,,2-Jun,240,4.8,32,26,110,7.19,4.42,2007,SmitKe97,2007,7,219,MIA,No,LB,LB,0,23,2009,0,0,0,0,0,7,,,,,,,,,,,,,,,Syracuse
Kolby Smith,RB,Louisville,,11-May,220,4.5,38,18,114,7.22,4.34,2007,SmitKo00,2007,5,148,KAN,No,RB,RB,4,22,2009,0,0,0,4,4,27,,,,,,162,540,3,34,209,0,7,,,Louisville
Steve Smith,WR,USC,,Jun-00,197,4.44,38,,120,6.68,4.19,2007,SmitSt02,2007,2,51,NYG,No,WR,WR,23,22,2012,0,1,1,23,21,64,,,,,,,,,245,2641,12,5,,,USC
Steve Smith,WR,USC,,Jun-00,197,4.44,38,,120,6.68,4.19,2007,SmitSt21,2002,7,246,JAX,No,DB,DB,0,23,2002,0,0,0,0,0,4,,,,,,,,,,,,,,,Oregon
Steve Smith,WR,USC,,Jun-00,197,4.44,38,,120,6.68,4.19,2007,SmitSt01,2001,3,74,CAR,No,WR,WR,43,22,2016,2,5,12,101,92,213,0,1,0,0,0,57,387,2,1005,14448,79,42,,,Utah
Troy Smith,QB,Ohio State,,Jun-00,225,4.72,,,,,,2007,SmitTr02,2007,5,174,BAL,No,QB,QB,6,23,2010,0,0,0,6,2,20,121,234,1734,8,5,52,230,3,1,36,0,2,,,Ohio St.
Jason Snelling,FB,Virginia,,11-May,230,4.79,30,,111,7.06,4.37,2007,SnelJa00,2007,7,244,ATL,No,RB,RB,17,23,2013,0,0,0,21,21,96,,,,,,363,1420,8,168,1249,9,37,,,Virginia
Paul Soliai,DT,Utah,,4-Jun,344,5.1,29.5,,103,7.66,4.69,2007,SoliPa99,2007,4,108,MIA,No,DT,DT,20,23,2016,0,1,6,40,32,135,,,,,,,,,,,,157,,5.5,Utah
Matt Spaeth,TE,Minnesota,,7-Jun,270,4.83,,,,,,2007,SpaeMa00,2007,3,77,PIT,No,TE,TE,2,23,2015,0,0,4,2,2,123,,,,,,,,,55,420,10,8,,,Minnesota
Anthony Spencer,DE,Purdue,,3-Jun,261,4.7,32.5,30,112,7.14,4.43,2007,SpenAn99,2007,1,26,DAL,No,DE,DE,26,23,2014,0,1,4,33,33,104,,,,,,,,,,,,273,1,33,Purdue
Joe Staley,OT,Central Michigan,,6-Jun,306,4.79,,27,,,,2007,StalJo20,2007,1,28,SFO,No,T,T,33,23,2016,0,5,10,65,65,140,,,,,,,,,2,31,0,7,,,Central Michigan
Isaiah Stanback,QB,Washington,,2-Jun,216,4.6,,22,,,,2007,StanIs00,2007,4,103,DAL,No,QB,QB,0,23,2012,0,0,0,0,0,22,,,,,,,,,6,52,0,,,,Washington
Drew Stanton,QB,Michigan State,,3-Jun,226,4.75,30.5,,108,6.77,4.41,2007,StanDr00,2007,2,43,DET,No,QB,QB,4,23,2016,0,0,1,9,4,32,264,496,3157,14,18,71,213,2,,,,2,,,Michigan St.
Cameron Stephenson,OG,Rutgers,,3-Jun,306,5.4,28.5,34,101,7.72,4.81,2007,,2007,5,156,PIT,No,G,G,0,,,0,0,0,,,,,,,,,,,,,,,,,,Rutgers
Syndric Steptoe,WR,Arizona,,9-May,194,4.59,33,17,,,,2007,StepSy20,2007,7,234,CLE,No,WR,WR,1,22,2008,0,0,0,1,1,16,,,,,,,,,19,182,0,3,,,Arizona
Daren Stone,S,Maine,,3-Jun,218,4.58,39,13,132,7.13,4.44,2007,StonDa99,2007,6,203,ATL,No,DB,DB,2,22,2008,0,0,0,2,1,20,,,,,,,,,,,,12,,,Maine
Chansi Stuckey,WR,Clemson,,11-May,197,4.56,35,,120,6.91,4.14,2007,StucCh20,2007,7,235,NYJ,No,WR,WR,10,23,2011,0,0,0,10,5,55,,,,,,6,16,1,106,1062,5,8,,,Clemson
Kasey Studdard,OG,Texas,,2-Jun,303,5.18,,32,,,,2007,StudKa20,2007,6,183,HOU,No,G,G,8,23,2010,0,0,1,8,8,25,,,,,,,,,,,,1,,,Texas
Courtney Taylor,WR,Auburn,,2-Jun,204,4.5,36,,122,7.22,4.28,2007,TaylCo00,2007,6,197,SEA,No,WR,WR,1,23,2008,0,0,0,1,1,18,,,,,,,,,14,136,0,6,,,Auburn
Joe Thomas,OT,Wisconsin,,7-Jun,311,4.92,33,28,110,7.95,4.88,2007,ThomJo28,2007,1,3,CLE,No,T,T,52,22,2016,6,9,10,78,78,155,,,,,,,,,,,,8,,,Wisconsin
Marcus Thomas,DT,Florida,,3-Jun,314,5.23,,27,,,,2007,ThomMa01,2008,5,166,SDG,No,RB,RB,0,24,2008,0,0,0,0,,5,,,,,,,,,,,,,,,Texas-El Paso
Marcus Thomas,DT,Florida,,3-Jun,314,5.23,,27,,,,2007,ThomMa99,2007,4,121,DEN,No,DT,DT,15,22,2011,0,0,2,14,14,76,,,,,,,,,,,,104,2,1,Florida
Lawrence Timmons,OLB,Florida State,,1-Jun,234,4.66,35,25,123,6.89,4.32,2007,TimmLa99,2007,1,15,PIT,No,LB,LB,34,21,2016,0,1,8,62,62,153,,,,,,,,,,,,659,10,34.5,Florida St.
Matt Toeaina,DT,Oregon,,2-Jun,307,5.11,,26,,,,2007,ToeaMa99,2007,6,187,CIN,No,DT,DT,11,22,2012,0,0,2,12,,36,,,,,,,,,,,,35,,2,Oregon
Tank Tyler,DT,North Carolina State,,2-Jun,306,5.18,28.5,42,,,,2007,TyleTa99,2007,3,82,KAN,No,DT,DT,9,22,2009,0,0,1,9,8,43,,,,,,,,,,,,63,,,North Carolina St.
Tony Ugoh,OT,Arkansas,,5-Jun,301,5.06,32.5,32,117,,,2007,UgohTo20,2007,2,42,IND,No,T,T,20,23,2011,0,0,2,19,18,40,,,,,,,,,,,,,,,Arkansas
Jonathan Wade,CB,Tennessee,,10-May,195,4.36,40.5,,126,7.07,4.4,2007,WadeJo99,2007,3,84,STL,No,DB,DB,7,23,2011,0,0,0,7,4,61,,,,,,,,,,,,98,2,,Tennessee
Anthony Waters,ILB,Clemson,,3-Jun,245,4.59,,25,,,,2007,WateAn00,2007,3,96,SDG,No,LB,LB,2,23,2010,0,0,0,2,1,20,,,,,,,,,,,,13,,,Clemson
Eric Weddle,S,Utah,,11-May,203,4.48,33.5,11,113,6.78,4.12,2007,WeddEr99,2007,2,37,SDG,No,DB,DB,37,22,2016,2,3,9,62,62,147,0,1,0,0,0,5,24,0,,,,709,21,6.5,Utah
John Wendling,S,Wyoming,,1-Jun,222,4.48,38.5,22,129,6.96,4.16,2007,WendJo99,2007,6,184,BUF,No,DB,DB,5,24,2013,0,0,0,7,2,110,,,,,,,,,,,,114,1,,Wyoming
Marvin White,S,TCU,,1-Jun,199,4.54,33.5,17,,,,2007,WhitMa99,2007,4,114,CIN,No,DB,DB,8,23,2010,0,0,1,8,6,43,,,,,,,,,,,,110,1,,TCU
Chandler Williams,WR,Florida International,,11-May,184,4.42,32.5,,123,6.99,4.29,2007,,2007,7,233,MIN,No,WR,WR,0,,,0,0,0,,,,,,,,,,,,,,,,,,Florida International
Paul Williams,WR,Fresno State,,1-Jun,205,4.45,38.5,,125,7.03,4.24,2007,WillPa00,2007,3,80,TEN,No,WR,WR,0,23,2008,0,0,0,0,0,5,,,,,,,,,1,7,0,,,,Fresno St.
Patrick Willis,ILB,Mississippi,,1-Jun,242,4.51,39,22,119,7.23,4.46,2007,WillPa98,2007,1,11,SFO,No,LB,LB,79,22,2014,5,7,7,92,92,112,,,,,,,,,,,,732,8,20.5,Mississippi
C.J. Wilson,CB,Baylor,,1-Jun,195,4.62,37.5,,127,6.81,4.2,2007,WilsC.98,2010,7,230,GNB,No,DE,DE,0,23,2016,0,0,0,14,9,79,,,,,,,,,,,,78,,6.5,East Carolina
C.J. Wilson,CB,Baylor,,1-Jun,195,4.62,37.5,,127,6.81,4.2,2007,WilsC.99,2007,7,226,CAR,No,DB,DB,0,22,2010,0,0,0,1,1,23,,,,,,,,,,,,23,,,Baylor
Josh Wilson,CB,Maryland,,9-May,189,4.39,36.5,20,120,7.07,4.43,2007,WilsJo99,2007,2,55,SEA,No,DB,DB,25,22,2015,0,0,5,34,13,126,,,,,,,,,,,,375,15,5.5,Maryland
Garrett Wolfe,RB,Northern Illinois,,7-May,186,4.39,35.5,22,116,6.69,4.08,2007,WolfGa00,2007,3,93,CHI,No,RB,RB,2,23,2010,0,0,0,2,2,50,,,,,,72,282,1,11,129,0,39,,,Northern Illinois
LaMarr Woodley,DE,Michigan,,1-Jun,266,4.74,,,,,,2007,WoodLa99,2007,2,46,PIT,No,DE,DE,45,22,2015,0,1,6,56,52,110,,,,,,,,,,,,225,5,58,Michigan
Abraham Wright,DE,Colorado,,2-Jun,242,4.9,31,24,111,7.2,4.46,2007,,2007,7,238,MIA,No,DE,DE,0,,,0,0,0,,,,,,,,,,,,,,,,,,Colorado
Dwayne Wright,RB,Fresno State,,11-May,228,4.66,34,14,115,7.23,4.43,2007,WrigDw01,2007,4,111,BUF,No,RB,RB,1,24,2007,0,0,0,1,1,15,,,,,,29,94,0,3,17,0,3,,,Fresno St.
Eric Wright,CB,UNLV,,11-May,192,4.36,36.5,16,123,6.93,4.23,2007,WrigEr99,2007,2,53,CLE,No,DB,DB,30,22,2013,0,0,6,31,21,92,,,,,,,,,,,,332,15,1,UNLV
Mansfield Wrotto,OG,Georgia Tech,,3-Jun,317,5.4,,27,92,8.34,4.92,2007,WrotMa20,2007,4,124,SEA,No,G,G,6,22,2010,0,0,0,6,3,27,,,,,,,,,,,,,,,Georgia Tech
DeShawn Wynn,RB,Florida,,10-May,232,4.47,31.5,,115,,,2007,WynnDe00,2007,7,228,GNB,No,RB,RB,3,23,2010,0,0,0,3,3,23,,,,,,64,332,5,14,122,0,2,,,Florida
Marshal Yanda,OT,Florida State,,4-Jun,307,5.15,,,,,,2007,YandMa20,2007,3,86,BAL,No,T,T,31,23,2016,2,5,7,66,66,138,,,,,,,,,,,,6,,,Iowa
C.J. Ah You,DE,Oklahoma,,4-Jun,274,4.7,36.5,26,108,7.06,4.4,2007,AhYoC.00,2007,7,239,BUF,No,DE,DE,0,25,2011,0,0,0,4,,33,,,,,,,,,,,,33,,6,Oklahoma
Xavier Adibi,OLB,Virginia Tech,,2-Jun,232,4.69,30,,110,,4.47,2008,AdibXa99,2008,4,118,HOU,No,LB,LB,4,23,2012,0,0,0,4,4,44,,,,,,,,,,,,42,,,Virginia Tech
Erik Ainge,QB,Tennessee,,5-Jun,225,4.98,21.5,,108,7.51,4.6,2008,AingEr00,2008,5,162,NYJ,No,QB,QB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Tennessee
Branden Albert,OG,Virginia,,6-Jun,309,5.17,26,23,111,7.97,4.78,2008,AlbeBr20,2008,1,15,KAN,No,G,G,26,23,2016,0,2,8,40,28,115,,,,,,,,,,,,5,,,Virginia
Adrian Arrington,WR,Michigan,,3-Jun,203,4.55,,,,,,2008,ArriAd00,2008,7,237,NOR,No,WR,WR,1,22,2012,0,0,0,1,1,5,,,,,,,,,9,110,0,,,,Michigan
Donnie Avery,WR,Houston,,11-May,192,4.43,,16,,,,2008,AverDo00,2008,2,33,STL,No,WR,WR,15,24,2014,0,0,4,21,8,77,,,,,,20,114,1,218,2861,14,5,,,Houston
Cliff Avril,OLB,Purdue,,3-Jun,253,4.51,32.5,27,117,6.9,4.51,2008,AvriCl99,2008,3,92,DET,No,LB,LB,28,22,2016,0,0,7,43,24,130,,,,,,,,,,,,208,1,71.5,Purdue
Sam Baker,OT,USC,,5-Jun,309,5.5,,28,,,,2008,BakeSa21,2008,1,21,ATL,No,T,T,33,23,2014,0,0,3,32,32,75,,,,,,,,,,,,3,,,USC
Kentwan Balmer,DT,North Carolina,,4-Jun,308,5.29,29,33,103,7.65,4.82,2008,BalmKe99,2008,1,29,SFO,No,DT,DT,7,21,2012,0,0,1,7,2,46,,,,,,,,,,,,39,,,North Carolina
Dominique Barber,S,Minnesota,,Jun-00,210,4.68,34,23,117,7.08,4.34,2008,BarbDo99,2008,6,173,HOU,No,DB,DB,5,22,2011,0,0,0,5,5,39,,,,,,,,,,,,26,1,1,Minnesota
Gary Barnidge,TE,Louisville,,6-Jun,243,4.61,31,22,117,6.92,4.23,2008,BarnGa01,2008,5,141,CAR,No,TE,TE,3,23,2016,0,1,3,11,3,119,,,,,,,,,162,2103,13,6,,,Louisville
Josh Barrett,S,Arizona State,,2-Jun,223,4.34,31.5,17,121,7.07,4.27,2008,BarrJo99,2008,7,220,DEN,No,DB,DB,3,23,2012,0,0,0,3,2,25,,,,,,,,,,,,25,1,,Arizona St.
Kirk Barton,OT,Ohio State,,4-Jun,310,5.01,,34,,,,2008,BartKi20,2008,7,247,CHI,No,T,T,0,23,2008,0,0,0,0,0,1,,,,,,,,,,,,,,,Ohio St.
Beau Bell,ILB,UNLV,,1-Jun,244,4.9,,25,,,,2008,BellBe99,2008,4,104,CLE,No,LB,LB,0,22,2008,0,0,0,0,0,5,,,,,,,,,,,,,,,UNLV
Demetress Bell,OT,Michigan State,,5-Jun,303,5.18,26.5,9,109,7.65,4.65,2008,BellDe20,2008,7,219,BUF,No,T,T,16,24,2012,0,0,2,15,12,40,,,,,,,,,,,,3,,,NW State (LA)
Earl Bennett,WR,Vanderbilt,,11-May,209,4.48,26,15,110,7.15,4.22,2008,BennEa00,2008,3,70,CHI,No,WR,WR,18,21,2013,0,0,1,19,19,78,,,,,,2,9,0,185,2277,12,5,,,Vanderbilt
Martellus Bennett,TE,Texas A&M,,6-Jun,259,4.68,34,18,118,7.64,4.53,2008,BennMa00,2008,2,61,DAL,No,TE,TE,13,21,2016,0,1,5,28,4,129,,,,,,1,6,0,387,4104,27,7,,,Texas A&M
Kroy Biermann,OLB,Montana,,3-Jun,246,4.85,31.5,29,112,7.08,4.56,2008,BierKr99,2008,5,154,ATL,No,LB,LB,19,23,2015,0,0,2,26,26,114,,,,,,,,,,,,184,2,23.5,Montana
John David Booty,QB,USC,,2-Jun,218,4.82,22.5,,99,,4.58,2008,,2008,5,137,MIN,No,QB,QB,0,,,0,0,0,,,,,,,,,,,,,,,,,,USC
Alvin Bowen,OLB,Iowa State,,1-Jun,223,4.79,34,15,119,7.21,4.3,2008,BoweAl99,2008,5,147,BUF,No,LB,LB,0,24,2010,0,0,0,0,,2,,,,,,,,,,,,,,,Iowa St.
Cory Boyd,RB,South Carolina,,Jun-00,213,4.52,33.5,25,118,6.97,4.24,2008,BoydCo01,2008,7,238,TAM,No,RB,RB,0,23,2008,0,0,0,0,,1,,,,,,,,,,,,,,,South Carolina
Tyvon Branch,CB,Connecticut,,11-May,204,4.31,34,19,120,,4.4,2008,BranTy99,2008,4,100,OAK,No,DB,DB,22,21,2016,0,0,4,23,22,96,,,,,,,,,,,,408,5,9,Connecticut
Colt Brennan,QB,Hawaii,,2-Jun,207,4.79,,,,,,2008,BrenCo00,2008,6,186,WAS,No,QB,QB,0,25,,0,0,0,,,,,,,,,,,,,,,,,,Hawaii
Alex Brink,QB,Washington State,,2-Jun,211,4.96,28,,112,7.22,4.19,2008,BrinAl00,2008,7,223,HOU,No,QB,QB,0,23,,0,0,0,,,,,,,,,,,,,,,,,,Washington St.
Brian Brohm,QB,Louisville,,3-Jun,230,4.81,30,,115,7.13,4.55,2008,BrohBr00,2008,2,56,GNB,No,QB,QB,0,23,2010,0,0,0,0,,3,27,52,252,0,5,3,-3,0,,,,,,,Louisville
Durant Brooks,P,Georgia Tech,,Jun-00,204,5.2,,,,,,2008,BrooDu20,2008,6,168,WAS,No,P,P,0,23,2008,0,0,0,0,0,6,,,,,,,,,,,,,,,Georgia Tech
Duane Brown,OT,Virginia Tech,,4-Jun,315,5.07,27.5,24,105,7.58,4.52,2008,BrowDu20,2008,1,26,HOU,No,T,T,50,23,2016,1,3,8,62,62,126,,,,,,,,,,,,6,,,Virginia Tech
Thomas Brown,RB,Georgia,,8-May,204,4.51,36,25,128,7.17,,2008,BrowTh01,2008,6,172,ATL,No,RB,RB,0,22,,0,0,0,,,,,,,,,,,,,,,,,,Georgia
Red Bryant,DT,Texas A&M,,4-Jun,318,5,28,20,111,7.75,4.64,2008,BryaRe99,2008,4,121,SEA,No,DT,DT,21,24,2015,0,0,4,33,27,86,,,,,,,,,,,,97,2,4.5,Texas A&M
Keenan Burton,WR,Kentucky,,Jun-00,201,4.44,38.5,10,125,6.77,4.2,2008,BurtKe00,2008,4,128,STL,No,WR,WR,3,23,2009,0,0,0,3,3,22,,,,,,3,8,0,38,425,1,4,,,Kentucky
Andre Caldwell,WR,Florida,,Jun-00,204,4.35,33,,124,6.75,4.11,2008,CaldAn00,2008,3,97,CIN,No,WR,WR,11,23,2015,0,0,0,12,10,105,,,,,,12,97,0,156,1509,11,13,,,Florida
Caleb Campbell,S,Army,,2-Jun,229,4.57,,24,,,,2008,CampCa00,2008,7,218,DET,No,DB,DB,0,24,2010,0,0,0,0,0,2,,,,,,,,,,,,,,,Army
Calais Campbell,DE,Miami (FL),,8-Jun,290,5.04,29.5,16,111,7.45,4.69,2008,CampCa99,2008,2,50,ARI,No,DE,DE,33,22,2016,0,2,8,61,61,132,,,,,,,,,,,,358,3,51.5,Miami (FL)
John Carlson,TE,Notre Dame,,5-Jun,251,4.88,30.5,20,113,7.12,4.28,2008,CarlJo00,2008,2,38,SEA,No,TE,TE,12,24,2014,0,0,5,16,12,90,,,,,,,,,210,2256,15,14,,,Notre Dame
Antoine Cason,CB,Arizona,,Jun-00,191,4.45,35.5,20,128,,4.08,2008,CasoAn99,2008,1,27,SDG,No,DB,DB,23,22,2014,0,0,4,27,20,110,,,,,,,,,,,,302,16,,Arizona
Jamaal Charles,RB,Texas,,11-May,200,4.38,30.5,,122,6.8,4.22,2008,CharJa00,2008,3,73,KAN,No,RB,RB,39,21,2016,2,4,4,63,63,103,,,,,,1332,7260,43,285,2457,20,12,,,Texas
Gosder Cherilus,OT,Boston Col.,,6-Jun,314,5.14,23,24,102,7.6,4.82,2008,CherGo20,2008,1,17,DET,No,T,T,34,24,2016,0,0,8,49,28,126,,,,,,,,,,,,3,,,Boston Col.
Tashard Choice,RB,Georgia Tech,,10-May,215,4.48,34,20,119,6.88,,2008,ChoiTa00,2008,4,122,DAL,No,RB,RB,13,23,2013,0,0,0,13,10,88,,,,,,372,1579,10,81,574,0,6,,,Georgia Tech
Ryan Clady,OT,Boise State,,6-Jun,309,5.18,,24,,,,2008,CladRy20,2008,1,12,DEN,No,T,T,57,22,2016,2,4,6,62,62,107,,,,,,,,,,,,4,,,Boise St.
Corey Clark,OT,Texas A&M,,5-Jun,315,5.28,23,23,106,7.47,4.68,2008,ClarCo21,2008,7,234,SDG,No,T,T,0,24,2009,0,0,0,0,0,2,,,,,,,,,,,,,,,Texas A&M
Anthony Collins,OT,Kansas,,5-Jun,317,5.54,22.5,26,97,7.71,4.87,2008,CollAn21,2008,4,112,CIN,No,T,T,8,22,2014,0,0,1,15,11,69,,,,,,,,,,,,2,,,Kansas
Dan Connor,ILB,Penn State,,2-Jun,231,4.67,,,,,,2008,ConnDa99,2008,3,74,CAR,No,LB,LB,12,22,2013,0,0,2,11,9,62,,,,,,,,,,,,125,,1,Penn St.
Brad Cottam,TE,Tennessee,,7-Jun,270,4.63,33,24,,,,2008,CottBr00,2008,3,76,KAN,No,TE,TE,2,23,2009,0,0,0,2,2,24,,,,,,,,,16,183,0,,,,Tennessee
Oniel Cousins,OT,Texas-El Paso,,4-Jun,308,5.11,24.5,23,107,7.9,4.8,2008,CousOn00,2008,3,99,BAL,No,G,G,10,24,2014,0,0,0,9,4,75,,,,,,,,,,,,2,,,Texas-El Paso
Shawn Crable,OLB,Michigan,,5-Jun,245,4.61,28,29,111,7.29,4.55,2008,CrabSh99,2008,3,78,NWE,No,LB,LB,0,23,2010,0,0,0,0,0,6,,,,,,,,,,,,2,,0.5,Michigan
Angelo Craig,OLB,Cincinnati,,4-Jun,252,5.07,30.5,21,118,,,2008,,2008,7,244,CIN,No,LB,LB,0,,,0,0,0,,,,,,,,,,,,,,,,,,Cincinnati
Bruce Davis,OLB,UCLA,,3-Jun,252,4.78,29,19,109,7.34,4.47,2008,DaviBr99,2008,3,88,PIT,No,LB,LB,0,23,2011,0,0,0,0,0,15,,,,,,,,,,,,4,,,UCLA
Fred Davis,TE,USC,,3-Jun,255,4.68,,24,,,,2008,DaviFr01,2008,2,48,WAS,No,TE,TE,15,22,2013,0,0,3,14,14,72,,,,,,2,-2,0,162,2043,13,4,,,USC
Kellen Davis,TE,Michigan State,,6-Jun,262,4.59,28,22,118,7.25,4.38,2008,DaviKe01,2008,5,158,CHI,No,TE,TE,5,22,2016,0,0,2,5,5,125,,,,,,,,,53,579,13,10,,,Michigan St.
Thomas DeCoud,S,California,,1-Jun,207,4.5,35.5,,122,6.85,4.27,2008,DeCoTh99,2008,3,98,ATL,No,DB,DB,31,23,2014,0,1,6,36,33,104,,,,,,,,,,,,327,15,3,California
Quintin Demps,S,Texas-El Paso,,Jun-00,206,4.39,31.5,16,110,,,2008,DempQu99,2008,4,117,PHI,No,DB,DB,5,23,2016,0,0,2,17,2,101,,,,,,,,,,,,174,13,1.5,Texas-El Paso
Dennis Dixon,QB,Oregon,,3-Jun,195,4.58,,,,,,2008,DixoDe00,2008,5,156,PIT,No,QB,QB,2,23,2012,0,0,0,2,2,4,35,59,402,1,2,10,56,1,,,,,,,Oregon
Jordon Dizon,OLB,Colorado,,Jun-00,229,4.71,30.5,,118,7.01,4.35,2008,DizoJo99,2008,2,45,DET,No,LB,LB,2,22,2009,0,0,0,2,2,28,,,,,,,,,,,,24,,1,Colorado
Glenn Dorsey,DT,LSU,,1-Jun,297,5.12,,,,,,2008,DorsGl99,2008,1,5,KAN,No,DT,DT,30,23,2016,0,0,5,36,27,99,,,,,,,,,,,,215,,7,LSU
Lionel Dotson,DT,Arizona,,4-Jun,296,5.38,25,,99,7.62,4.75,2008,DotsLi99,2008,7,245,MIA,No,DT,DT,0,23,2011,0,0,0,0,0,12,,,,,,,,,,,,4,,,Arizona
Early Doucet,WR,LSU,,Jun-00,209,4.59,,,,,,2008,DoucEa00,2008,3,81,ARI,No,WR,WR,11,22,2012,0,0,0,10,10,54,,,,,,4,14,0,139,1491,7,4,,,LSU
Harry Douglas,WR,Louisville,,11-May,176,4.51,31,,120,6.57,4.12,2008,DougHa00,2008,3,84,ATL,No,WR,WR,17,24,2016,0,0,2,30,28,111,,,,,,18,65,1,301,3634,10,6,,,Louisville
